STARS,SP_TYPE,RA,DEC,J,H,K,Ks,L,M,Lp,Mp,source
HR6951,G8III,278.375,-42.3122,3.014,2.497,2.402,99.0,2.328,99.0,99.0,99.0,ESO-VanDerBliek
HR7120,K1Ib/II,283.779,-22.6711,2.869,2.177,2.04,99.0,1.925,2.167,99.0,99.0,ESO-VanDerBliek
HR7136,A5IV/V,284.392,-39.8239,5.941,5.838,5.82,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR7188,B9.5V,285.775,-42.0944,4.797,4.788,4.799,99.0,4.799,99.0,99.0,99.0,ESO-VanDerBliek
HR7217,K0III,286.171,-21.7408,2.115,1.58,1.489,99.0,1.408,99.0,99.0,99.0,ESO-VanDerBliek
HR7236,B9Vn,286.562,-4.88139,3.616,3.624,3.65,99.0,3.681,3.676,99.0,99.0,ESO-VanDerBliek
HR7254,A2V,287.367,-37.9033,4.03,3.993,3.99,99.0,3.985,99.0,99.0,99.0,ESO-VanDerBliek
HR7264,F2II/III,287.442,-21.0231,2.14,1.92,1.871,99.0,1.813,1.806,99.0,99.0,ESO-VanDerBliek
HR7259,K0II,287.508,-39.3403,2.227,1.633,1.509,99.0,1.396,99.0,99.0,99.0,ESO-VanDerBliek
HR7330,G5V,290.371,-34.9825,5.396,5.052,4.988,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR7340,F0III/IV,290.417,-17.8475,3.554,3.431,3.406,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR7343,F2III,290.804,-44.7989,3.605,3.406,3.365,99.0,3.342,99.0,99.0,99.0,ESO-VanDerBliek
HR7429,K3IIIb,293.521,7.38111,2.55,1.917,1.803,99.0,1.732,1.882,99.0,99.0,ESO-VanDerBliek
HR7446,B0.5III,294.221,-7.0275,4.991,5.0,5.028,99.0,5.055,4.996,99.0,99.0,ESO-VanDerBliek
HD188112,B9V,298.629,-28.3394,10.708,10.787,10.86,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR7581,K0II-III,298.812,-41.8692,2.327,1.706,1.6,99.0,1.528,99.0,99.0,99.0,ESO-VanDerBliek
HR7652,K5III,300.887,-37.9394,2.432,1.667,1.521,99.0,1.414,99.0,99.0,99.0,ESO-VanDerBliek
HD190285,A0V,301.3,-26.8131,7.053,7.004,6.999,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR7644,G3V,301.354,-67.3117,4.966,4.605,4.566,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR7665,G7IV,302.137,-66.1664,2.346,2.011,1.939,99.0,1.878,99.0,99.0,99.0,ESO-VanDerBliek
HR7710,B9.5III,302.825,-0.821667,3.348,3.35,3.369,99.0,3.378,3.387,99.0,99.0,ESO-VanDerBliek
HR7754,G6/G8III,304.512,-12.545,2.077,1.577,1.488,99.0,1.428,1.509,99.0,99.0,ESO-VanDerBliek
HR7773,B9IV,305.167,-12.7589,4.842,4.846,4.859,99.0,4.893,4.887,99.0,99.0,ESO-VanDerBliek
HR7869,K0IIICN,309.392,-47.2925,1.481,0.934,0.851,99.0,0.785,0.883,99.0,99.0,ESO-VanDerBliek
HR7936,F5V,311.525,-25.2689,3.385,3.174,3.142,99.0,3.118,99.0,99.0,99.0,ESO-VanDerBliek
HR7950,A1V,311.917,-9.49528,3.744,3.703,3.707,99.0,3.702,3.676,99.0,99.0,ESO-VanDerBliek
HR8042,G3IV+,315.55,-43.0006,5.511,5.141,5.085,99.0,5.053,5.066,99.0,99.0,ESO-VanDerBliek
HR8100,F5IV,318.054,-40.2664,5.055,4.827,4.8,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HD201916,F0,318.146,0.893056,8.047,7.853,7.828,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HD201941,A2,318.188,2.64306,6.741,6.653,6.64,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR8117,K2III,318.808,-40.5064,4.348,3.721,3.617,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HD202964,F3V,320.087,-38.4044,8.652,8.323,8.28,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR8167,G8III,320.562,-16.8347,2.826,2.351,2.271,99.0,2.204,2.247,99.0,99.0,ESO-VanDerBliek
HR8181,F6V,321.608,-65.3775,3.287,2.986,2.954,99.0,2.922,2.916,99.0,99.0,ESO-VanDerBliek
HR8205,F5V,321.617,1.10556,5.317,5.087,5.062,99.0,5.034,99.0,99.0,99.0,ESO-VanDerBliek
HR8204,G4Ibp,321.667,-22.4117,2.382,1.952,1.865,99.0,1.794,1.857,99.0,99.0,ESO-VanDerBliek
HR8222,F3V,322.496,-19.1472,5.817,5.6,5.565,99.0,5.551,99.0,99.0,99.0,ESO-VanDerBliek
HR8232,G0Ib,322.887,-5.57111,1.577,1.204,1.153,99.0,1.06,1.072,99.0,99.0,ESO-VanDerBliek
HD205772,A5IV/V,324.671,-41.0481,7.797,7.69,7.676,99.0,7.695,99.0,99.0,99.0,ESO-VanDerBliek
HR8278,A7mp,325.021,-16.6622,3.217,3.082,3.056,99.0,3.041,3.03,99.0,99.0,ESO-VanDerBliek
HR8283,G2V,325.387,-14.0433,4.012,3.654,3.602,99.0,3.578,3.563,99.0,99.0,ESO-VanDerBliek
HD207288,G8V,327.075,-17.6167,8.838,8.394,8.329,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR8353,B8III,328.479,-37.3647,3.242,3.274,3.311,99.0,3.336,3.333,99.0,99.0,ESO-VanDerBliek
HR8387,K4.5V,330.738,-56.7508,2.872,2.29,2.194,99.0,2.126,2.181,99.0,99.0,ESO-VanDerBliek
HR8414,G2Ib,331.446,-0.319722,1.546,1.067,0.967,99.0,0.888,1.007,99.0,99.0,ESO-VanDerBliek
HR8425,B7IV,332.054,-46.9592,2.052,2.084,2.117,99.0,2.149,2.148,99.0,99.0,ESO-VanDerBliek
HR8431,A2V,332.096,-32.9883,4.423,4.379,4.372,99.0,4.362,4.344,99.0,99.0,ESO-VanDerBliek
HD210427,G1V,332.7,-26.8833,9.306,8.975,8.917,99.0,8.946,99.0,99.0,99.0,ESO-VanDerBliek
HD210863,G0,333.358,-8.22944,8.615,8.299,8.26,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR8477,G5V,333.65,-41.3708,5.1,4.743,4.695,99.0,4.683,4.678,99.0,99.0,ESO-VanDerBliek
HD211131,G8V,333.875,-29.1167,8.535,8.061,8.0,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HD211290,K1III:,334.1,-14.5667,7.933,7.329,7.22,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR8499,G8III,334.208,-7.78306,2.641,2.133,2.048,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR8531,G3IV,336.229,-57.7928,4.173,3.805,3.749,99.0,3.709,3.722,99.0,99.0,ESO-VanDerBliek
HD212874,A2,336.829,4.0475,9.092,8.928,8.908,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR8551,K0III,336.962,4.69972,3.027,2.413,2.318,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR8556,G7III,337.317,-43.4956,2.364,1.838,1.742,99.0,1.664,1.761,99.0,99.0,ESO-VanDerBliek
HD214497,F6V,339.7,-14.8,9.259,8.973,8.937,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HD216009,A0V,342.462,-44.4239,8.012,7.968,7.966,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR8700,G0V,343.404,-48.5972,5.013,4.699,4.657,99.0,4.636,4.638,99.0,99.0,ESO-VanDerBliek
HR8709,A3V,343.663,-15.8206,3.148,3.088,3.081,99.0,3.072,3.059,99.0,99.0,ESO-VanDerBliek
HR8701,G2.5IV,343.667,-70.075,4.973,4.641,4.591,99.0,4.566,4.55,99.0,99.0,ESO-VanDerBliek
HR8728,A3V,344.408,-29.62,1.055,1.02,1.02,99.0,1.019,1.004,99.0,99.0,ESO-VanDerBliek
HR8781,B9III,346.188,15.2058,2.57,2.55,2.526,99.0,2.548,2.546,99.0,99.0,ESO-VanDerBliek
HD218814,A6V,347.925,-56.7897,9.367,9.265,9.246,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR8848,F1III,349.358,-58.2369,3.242,3.013,2.981,99.0,2.951,2.922,99.0,99.0,ESO-VanDerBliek
HD219761,B9V,349.692,-47.4353,6.65,6.624,6.635,99.0,6.615,99.0,99.0,99.0,ESO-VanDerBliek
HR8892,K0III,350.746,-20.0992,2.124,1.49,1.393,99.0,1.313,1.426,99.0,99.0,ESO-VanDerBliek
HD221462,G3V,353.113,-24.9319,8.643,8.295,8.25,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR8959,A2V,354.462,-45.4922,4.601,4.548,4.545,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR8998,B9V,356.05,-18.2769,5.4,5.402,5.424,99.0,99.0,99.0,99.0,99.0,ESO-VanDerBliek
HR9076,B9IV,359.979,-65.5769,4.616,4.623,4.642,99.0,4.636,4.66,99.0,99.0,ESO-VanDerBliek
Hip000145,B7III-IV,0.456,-3.02747,99.0,5.445,5.443,99.0,99.0,99.0,99.0,99.0,Isaac
Hip000160,B9V,0.511708,-69.2692,8.759,8.749,8.734,99.0,99.0,99.0,99.0,99.0,Isaac
Hip000183,B4V,0.582958,-29.7204,99.0,5.434,5.429,99.0,99.0,99.0,99.0,99.0,Isaac
Hip000301,B9IVn,0.934875,-17.336,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip000328,B8V,1.04954,-30.1349,7.221,7.298,7.255,99.0,99.0,99.0,99.0,99.0,Isaac
Hip000349,B8/B9V,1.09537,-29.3816,7.865,7.941,7.921,99.0,99.0,99.0,99.0,99.0,Isaac
Hip000377,B8III,1.17188,-71.4369,5.777,5.829,5.834,99.0,99.0,99.0,99.0,99.0,Isaac
Hip000442,B9V,1.33346,-21.3153,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip000512,B9V,1.53775,-29.1514,7.988,8.048,8.003,99.0,99.0,99.0,99.0,99.0,Isaac
Hip000620,B9IV,1.90325,-86.0388,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip000635,B8IIIsp...,1.93375,-2.54869,6.655,6.73,6.724,99.0,99.0,99.0,99.0,99.0,Isaac
Hip000744,B5V,2.28567,-50.1668,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip000813,B9V,2.50908,11.1458,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip001007,B9.5IV,3.14029,-88.3629,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip001067,B2IV,3.30896,15.1836,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip001115,B4V,3.48163,-17.5454,7.665,7.821,7.786,99.0,99.0,99.0,99.0,99.0,Isaac
Hip001191,B9V,3.72708,-9.56956,5.92,5.962,5.94,99.0,99.0,99.0,99.0,99.0,Isaac
Hip001331,B6III/IV,4.17646,-20.2101,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip001464,B9/B9.5IV,4.57062,-21.1384,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip001647,B9V,5.16267,-69.6249,99.0,5.542,5.556,99.0,99.0,99.0,99.0,99.0,Isaac
Hip001830,B9IV,5.80246,-31.0358,6.659,6.652,6.658,99.0,99.0,99.0,99.0,99.0,Isaac
Hip001904,B8II,6.01521,-37.4106,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip002058,B8,6.51537,20.1468,6.613,6.651,6.678,99.0,99.0,99.0,99.0,99.0,Isaac
Hip002080,B8,6.56871,3.82575,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip002484,B9V,7.88567,-62.9581,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip002548,B9.5V,8.09896,6.95544,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip002865,B8IIIMNp...,9.08371,27.2548,6.611,6.625,6.638,99.0,99.0,99.0,99.0,99.0,Isaac
Hip002903,B2.5IV,9.19712,15.2317,6.149,6.264,6.281,99.0,99.0,99.0,99.0,99.0,Isaac
Hip003082,B9,9.78979,-3.99267,8.44,8.37,8.367,99.0,99.0,99.0,99.0,99.0,Isaac
Hip003356,B9.5V,10.6787,-38.4635,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip003541,B8,11.3035,23.5908,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip003642,B8,11.6601,14.0032,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip003741,B9V,12.0044,-21.7225,5.665,5.693,5.687,99.0,99.0,99.0,99.0,99.0,Isaac
Hip003798,B9,12.2001,18.3141,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip003820,B8V,12.2659,-42.5618,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip003974,B9,12.7712,22.8819,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip004415,B9IV/V,14.139,-75.4066,8.971,9.043,9.012,99.0,99.0,99.0,99.0,99.0,Isaac
Hip004577,B7IIIp,14.6515,-29.3575,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip004973,B8III,15.9315,-78.3451,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip005348,B6V,17.0961,-55.2458,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip005387,B9,17.2327,9.73056,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip005778,B8III,18.5319,16.1336,6.051,6.173,6.195,99.0,99.0,99.0,99.0,99.0,Isaac
Hip005988,B8.5V,19.2533,-42.5327,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip006751,B9V,21.7231,3.53569,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip007062,B9V,22.7585,-66.4966,8.455,8.436,8.477,99.0,99.0,99.0,99.0,99.0,Isaac
Hip007436,B9.5III,23.9435,14.6614,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip007676,B9V,24.7083,-25.0222,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip007873,B3V,25.3245,-75.6637,8.447,8.493,8.594,99.0,99.0,99.0,99.0,99.0,Isaac
Hip008306,B9,26.7879,10.8443,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip008352,B8V,26.9189,-29.723,9.074,9.145,9.169,99.0,99.0,99.0,99.0,99.0,Isaac
Hip008387,B9.5V,27.0454,16.9556,5.825,5.916,5.856,99.0,99.0,99.0,99.0,99.0,Isaac
Hip008445,B9V,27.2161,-50.4834,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip008469,B9/B9.5V,27.2975,-88.3574,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip008485,B8V,27.3444,-72.4119,7.926,8.048,8.011,99.0,99.0,99.0,99.0,99.0,Isaac
Hip008490,B8,27.3633,26.4727,6.966,7.063,7.043,99.0,99.0,99.0,99.0,99.0,Isaac
Hip008751,B9V,28.1447,-67.9445,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip008951,B9,28.8265,6.43725,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip009022,B8/B9V,29.0392,-49.8365,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip009534,B6V,30.6469,-21.9658,7.142,7.205,7.194,99.0,99.0,99.0,99.0,99.0,Isaac
Hip009549,B5V,30.678,-57.5948,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip009638,B9V,30.9731,-55.6614,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip009677,B9.5p,31.1226,-29.2968,99.0,99.0,5.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip009697,B9V,31.1828,-82.2994,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip009859,B9IV-Vn,31.7051,25.7046,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip010094,B9,32.444,13.1758,7.251,7.248,7.195,99.0,99.0,99.0,99.0,99.0,Isaac
Hip010602,B8IV-V,34.1271,-51.5121,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip011116,B7III/IV,35.7522,-29.6194,8.552,8.598,8.642,99.0,99.0,99.0,99.0,99.0,Isaac
Hip011249,B7IV,36.2043,10.6106,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip011319,B9,36.4225,10.506,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip011369,B9,36.6123,12.8989,7.858,7.881,7.867,99.0,99.0,99.0,99.0,99.0,Isaac
Hip011407,B5IV,36.7463,-47.7038,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip011484,B9III,37.0397,8.46008,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip011900,B9V,38.3898,-62.5868,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip011918,B9V,38.4613,-28.2323,99.0,99.0,5.063,99.0,99.0,99.0,99.0,99.0,Isaac
Hip012377,B9,39.8318,-2.07278,7.791,7.771,7.789,99.0,99.0,99.0,99.0,99.0,Isaac
Hip012387,B2IV,39.8706,0.328528,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip012389,B8V,39.8821,-64.2818,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip012392,B9,39.8948,1.36867,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip012394,B9III,39.8967,-68.2669,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip012396,B9V,39.9026,-61.5331,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip012518,B9,40.2775,18.8002,7.032,7.025,6.981,99.0,99.0,99.0,99.0,99.0,Isaac
Hip012646,B9,40.6204,15.2171,7.734,7.708,7.701,99.0,99.0,99.0,99.0,99.0,Isaac
Hip012708,B9V,40.8342,-40.5279,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip012719,B3V,40.863,27.7072,99.0,99.0,4.96,99.0,99.0,99.0,99.0,99.0,Isaac
Hip012770,B7IV,41.0306,-13.8587,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip012803,B9Vn,41.1374,15.3119,5.728,5.752,5.791,99.0,99.0,99.0,99.0,99.0,Isaac
Hip013047,B9,41.9109,29.6786,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip013071,B8,42.002,29.0449,9.104,9.188,9.2,99.0,99.0,99.0,99.0,99.0,Isaac
Hip013165,B6V,42.3232,17.4643,5.297,5.403,5.397,99.0,99.0,99.0,99.0,99.0,Isaac
Hip013209,B8Vn,42.4958,27.2608,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip013327,B7V,42.8732,15.0821,5.701,5.787,5.776,99.0,99.0,99.0,99.0,99.0,Isaac
Hip013408,B9,43.1651,6.47483,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip013441,B5Vn...,43.2662,-31.4039,8.717,8.784,8.857,99.0,99.0,99.0,99.0,99.0,Isaac
Hip013489,B5II/III,43.42,-26.1557,9.007,9.091,9.145,99.0,99.0,99.0,99.0,99.0,Isaac
Hip013609,B9,43.8417,27.7224,6.828,6.846,6.869,99.0,99.0,99.0,99.0,99.0,Isaac
Hip013629,B8.5V,43.8815,2.01831,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip013951,B9.5V,44.9215,-2.46489,5.681,5.69,5.656,99.0,99.0,99.0,99.0,99.0,Isaac
Hip013954,B6III,44.9288,8.90739,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip014131,B8III/IV,45.5642,-71.9025,99.0,5.795,5.855,99.0,99.0,99.0,99.0,99.0,Isaac
Hip014143,B7V,45.5938,4.35286,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip014270,B9,45.9987,28.5091,7.58,7.535,7.462,99.0,99.0,99.0,99.0,99.0,Isaac
Hip014376,B7Vn,46.3612,25.2552,99.0,99.0,5.44,99.0,99.0,99.0,99.0,99.0,Isaac
Hip014499,B9,46.8205,29.1234,7.22,7.21,7.15,99.0,99.0,99.0,99.0,99.0,Isaac
Hip014514,B1.5V,46.857,17.88,6.326,6.409,6.451,99.0,99.0,99.0,99.0,99.0,Isaac
Hip014677,B8III,47.403,29.0771,99.0,99.0,5.216,99.0,99.0,99.0,99.0,99.0,Isaac
Hip014736,B9p...,47.5754,-1.69469,7.372,7.473,7.408,99.0,99.0,99.0,99.0,99.0,Isaac
Hip014764,B8V,47.6616,11.8727,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip014842,B9,47.9251,8.11875,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip014893,B9p,48.0593,27.257,5.893,5.998,5.999,99.0,99.0,99.0,99.0,99.0,Isaac
Hip014898,B3V,48.0641,-20.6196,7.288,7.382,7.351,99.0,99.0,99.0,99.0,99.0,Isaac
Hip014972,B9IV/V,48.2562,-35.9437,6.379,6.416,6.432,99.0,99.0,99.0,99.0,99.0,Isaac
Hip014979,B9IIIp...,48.2698,-72.2371,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip015188,B3V,48.9411,-16.8287,8.237,8.316,8.34,99.0,99.0,99.0,99.0,99.0,Isaac
Hip015203,B9V,49.0035,-5.91869,6.144,6.164,6.087,99.0,99.0,99.0,99.0,99.0,Isaac
Hip015218,B9V,49.047,-30.8275,6.675,6.738,6.731,99.0,99.0,99.0,99.0,99.0,Isaac
Hip015251,B8,49.185,-3.36397,7.704,7.662,7.711,99.0,99.0,99.0,99.0,99.0,Isaac
Hip015375,B8,49.5632,12.8239,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip015378,B8,49.5824,-9.73156,7.784,7.833,7.794,99.0,99.0,99.0,99.0,99.0,Isaac
Hip015389,B9.5V,49.603,-55.8225,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip015515,B9,49.9834,8.69978,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip015611,B9,50.2535,8.45108,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip015627,B5IV,50.3067,21.1471,99.0,5.418,5.417,99.0,99.0,99.0,99.0,99.0,Isaac
Hip015830,B9,50.9785,3.04356,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip016083,B9Vn,51.7922,9.73278,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip016341,B9Vs,52.6544,-5.07517,99.0,99.0,4.881,99.0,99.0,99.0,99.0,99.0,Isaac
Hip016368,B8V,52.7153,-66.4897,5.801,5.807,5.792,99.0,99.0,99.0,99.0,99.0,Isaac
Hip016386,B9,52.7644,27.7316,7.259,7.298,7.262,99.0,99.0,99.0,99.0,99.0,Isaac
Hip016511,B9IV,53.1497,9.37356,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip016611,B9V,53.4469,-21.6328,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip016758,B2III,53.9085,-52.5567,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip016803,B8/B9III,54.0725,-17.467,99.0,5.546,5.497,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017167,B9IIIp,55.1597,-5.21069,99.0,5.786,5.865,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017220,B9,55.3266,28.7028,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017280,B9V,55.5022,-23.6446,8.704,8.808,8.834,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017304,B5III,55.5621,-31.9384,99.0,99.0,5.366,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017309,B9Vn,55.5789,19.7003,99.0,5.665,5.657,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017328,B9V,55.6362,-85.262,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017344,B9,55.6815,-4.60556,7.639,7.682,7.688,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017423,B9,55.9915,29.683,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017457,B7V,56.1271,-1.16308,99.0,99.0,5.431,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017462,B9,56.1363,-8.58681,8.193,8.216,8.184,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017489,B7IV,56.2008,24.2896,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017499,B6III,56.2188,24.1134,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017527,B8V,56.2905,24.8394,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017531,B6V,56.302,24.4674,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017543,B8V,56.3488,-71.6582,6.525,6.554,6.595,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017546,B9,56.3557,-7.93711,7.994,8.054,7.995,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017563,B3V,56.4185,6.05003,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017573,B8III,56.4566,24.3679,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017579,B8V,56.4769,24.5546,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017608,B6IV,56.5815,23.9485,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017616,B9,56.6077,29.6721,7.964,7.906,7.888,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017624,B7III,56.6397,-76.7159,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017664,B9.5V,56.7474,24.5202,6.672,6.691,6.705,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017698,B8,56.857,29.8758,7.956,7.907,7.88,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017702,B7III,56.8711,24.1053,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017734,B8V,56.9567,-36.1058,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017771,B3V,57.0677,11.1434,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017776,B8V,57.0867,23.4214,99.0,5.569,5.557,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017812,B9,57.1745,25.8008,8.069,8.08,8.009,99.0,99.0,99.0,99.0,99.0,Isaac
Hip017828,B9,57.228,22.7992,7.938,7.953,7.963,99.0,99.0,99.0,99.0,99.0,Isaac
